Order_ID,Product_Name,Category,Price,Quantity,Total_Sales,Customer_ID,Customer_Age,Customer_Gender,Purchase_Date,Purchase_Time,Age_Group,Year,Month,Month_Name,Quarter,Day_Name,Hour,Product_ID
OrderID63108,practice,Home & Garden,789.72,9,7107.48,f48e6583-8397-4169-9322-5d5146e458cb,69,Female,2024-01-05,10:39:09,60+,2024,1,January,1,Friday,10,63105
OrderID63109,however,Home & Garden,472.56,5,2362.8,efe5087c-9fa2-4447-9bab-3d74129c85b9,31,Male,2024-02-25,05:53:20,31-45,2024,2,February,1,Sunday,5,63106
OrderID63110,return,Toys,673.59,2,1347.18,a6264bab-61e6-415e-9eed-85c1651d53c4,27,Male,2024-03-19,18:58:35,18-30,2024,3,March,1,Tuesday,18,63107
OrderID63111,statement,Clothing,497.51,9,4477.59,f1f06598-b7b4-4534-ba64-d8bf885a3e1a,64,Female,2024-05-02,09:36:50,60+,2024,5,May,2,Thursday,9,63108
OrderID63112,because,Electronics,146.61,9,1319.49,041bb2f4-1906-4cb3-8b1e-2967e84d93db,51,Female,2024-05-22,07:47:13,46-60,2024,5,May,2,Wednesday,7,63109
OrderID63113,five,Clothing,790.16,5,3950.8,dac06b4a-098c-4b28-98f5-f8da034035e4,64,Female,2024-05-06,21:45:13,60+,2024,5,May,2,Monday,21,63110
OrderID63114,mean,Electronics,591.49,6,3548.94,746ced21-360b-4be7-b678-92ac3840a924,32,Female,2024-02-03,02:34:01,31-45,2024,2,February,1,Saturday,2,63111
OrderID63115,marriage,Clothing,319.49,2,638.98,c1016f89-34d9-476f-89ea-3340af5802b6,59,Female,2024-02-14,22:21:13,46-60,2024,2,February,1,Wednesday,22,63112
OrderID63116,drive,Clothing,706.91,10,7069.1,7afc399f-3a90-4bb2-911e-755b961d522c,63,Female,2024-03-20,06:59:50,60+,2024,3,March,1,Wednesday,6,63113
OrderID63117,media,Home & Garden,255.92,1,255.92,def61677-78e4-4b08-810a-6fc6439b3d61,69,Male,2024-05-19,03:49:40,60+,2024,5,May,2,Sunday,3,63114
OrderID63118,return,Home & Garden,128.74,7,901.18,c91b104a-974b-419e-852c-f15462fcd9d5,31,Female,2024-05-26,03:37:39,31-45,2024,5,May,2,Sunday,3,63115
OrderID63119,kind,Home & Garden,225.61,8,1804.88,39a1eec7-7f8b-4e0a-bb1c-50c4e1d38f09,21,Male,2024-04-30,07:37:56,18-30,2024,4,April,2,Tuesday,7,63116
OrderID63120,much,Books,431.36,4,1725.44,d9f0ff46-37d3-4e46-969b-9132de888ce9,49,Female,2024-05-19,04:13:41,46-60,2024,5,May,2,Sunday,4,63117
OrderID63121,top,Electronics,379.35,5,1896.75,9209045d-8135-4253-a8d9-900ff6c6f73e,42,Male,2024-04-14,05:57:10,31-45,2024,4,April,2,Sunday,5,63118
OrderID63122,imagine,Toys,522.88,7,3660.16,fa56d1b8-14ad-4625-8e2d-ecca4ebf2a60,56,Female,2024-04-24,12:17:05,46-60,2024,4,April,2,Wednesday,12,63119
OrderID63123,at,Toys,891.51,10,8915.1,3d565a57-0640-42f0-84e6-9c9c26ebbb68,35,Female,2024-04-22,01:29:35,31-45,2024,4,April,2,Monday,1,63120
OrderID63124,thought,Clothing,783.54,9,7051.86,5e72caf7-5f85-421d-b160-0e15b32a69c0,55,Female,2024-04-27,03:40:47,46-60,2024,4,April,2,Saturday,3,63121
OrderID63125,same,Home & Garden,959.0,3,2877.0,00206b7c-0681-4bf9-8c1b-15276a435f09,31,Male,2024-05-29,09:42:58,31-45,2024,5,May,2,Wednesday,9,63122
OrderID63126,station,Electronics,890.18,10,8901.8,3706557b-1fdd-4b4b-ad98-f734851ddb99,60,Female,2024-05-13,20:14:01,46-60,2024,5,May,2,Monday,20,63123
OrderID63127,score,Toys,935.4,9,8418.6,09d6e8cd-4470-4e0c-937a-1987aaac800b,61,Female,2024-04-02,11:07:18,60+,2024,4,April,2,Tuesday,11,63124
OrderID63128,industry,Toys,516.81,2,1033.62,97626ae6-cc30-44a6-b62e-cf5da48b882c,43,Female,2024-02-28,10:30:00,31-45,2024,2,February,1,Wednesday,10,63125
OrderID63129,drop,Toys,128.49,3,385.47,474ea6ed-0a49-4a29-81c0-78153a67cbe7,55,Male,2024-04-06,16:08:18,46-60,2024,4,April,2,Saturday,16,63126
OrderID63130,common,Books,326.2,1,326.2,5b61711e-3453-4892-9e01-a5f51b46755c,38,Male,2024-04-06,10:46:48,31-45,2024,4,April,2,Saturday,10,63127
OrderID63131,three,Books,200.08,3,600.24,36645e8c-aa7b-4fa3-8c74-a2ec604b0e29,60,Male,2024-02-07,07:07:47,46-60,2024,2,February,1,Wednesday,7,63128
OrderID63132,operation,Home & Garden,101.06,9,909.54,9c281cdf-3d9c-44ee-a901-9c932fea2d26,36,Female,2024-02-09,03:55:02,31-45,2024,2,February,1,Friday,3,63129
OrderID63133,miss,Electronics,567.79,3,1703.37,04f487e9-8422-4bca-9b56-8325d899aab0,49,Male,2024-03-25,14:11:58,46-60,2024,3,March,1,Monday,14,63130
OrderID63134,maintain,Books,650.7,2,1301.4,37f36453-71a3-4340-ad2f-5d5b0e3bd23d,29,Female,2024-03-08,03:08:28,18-30,2024,3,March,1,Friday,3,63131
OrderID63135,toward,Toys,192.42,10,1924.2,442924ca-3176-4bf8-9a9f-30a2c144f88f,20,Female,2024-02-06,12:52:39,18-30,2024,2,February,1,Tuesday,12,63132
OrderID63136,range,Home & Garden,885.49,3,2656.47,51dea7f0-cb77-4ad1-85f6-2e02cb554f66,20,Male,2024-05-29,10:57:37,18-30,2024,5,May,2,Wednesday,10,63133
OrderID63137,as,Books,267.31,7,1871.17,41c83dee-2f29-476d-9c2b-358769f105e0,33,Male,2024-04-01,03:33:44,31-45,2024,4,April,2,Monday,3,63134
OrderID63138,beat,Toys,526.53,3,1579.59,3c10a5f1-f4e4-4a26-876f-320ad10c87b2,48,Female,2024-01-12,20:03:01,46-60,2024,1,January,1,Friday,20,63135
OrderID63139,toward,Books,948.92,1,948.92,160ceadf-828b-46c3-9281-8cf4dd988e51,37,Female,2024-03-08,04:02:52,31-45,2024,3,March,1,Friday,4,63136
OrderID63140,character,Clothing,916.07,7,6412.49,ac02f674-ef12-4f7b-a72a-624dfeb74427,54,Female,2024-03-08,03:13:31,46-60,2024,3,March,1,Friday,3,63137
OrderID63141,network,Books,683.16,6,4098.96,1c4c503c-e06a-49f9-ae44-4cc806320d72,31,Female,2024-01-19,22:35:05,31-45,2024,1,January,1,Friday,22,63138
OrderID63142,trial,Clothing,421.47,8,3371.76,f13a64d6-cfc9-4043-a686-7e9e8e57b309,19,Female,2024-03-12,00:02:49,18-30,2024,3,March,1,Tuesday,0,63139
OrderID63143,movie,Home & Garden,587.34,3,1762.02,5ed6738d-c06f-4bc4-8197-0fd9602f9613,42,Male,2024-02-19,16:34:40,31-45,2024,2,February,1,Monday,16,63140
OrderID63144,house,Toys,448.89,10,4488.9,13755238-e2a7-4662-adca-ff2c74f5f030,53,Female,2024-04-11,18:48:05,46-60,2024,4,April,2,Thursday,18,63141
OrderID63145,might,Books,406.06,8,3248.48,9dc0fb7c-3a60-4cb9-9d34-91f649df7337,30,Female,2024-03-07,03:46:52,18-30,2024,3,March,1,Thursday,3,63142
OrderID63146,marriage,Books,473.26,9,4259.34,84dda113-f4b5-4f51-b43e-0798082c6707,49,Male,2024-04-04,13:33:40,46-60,2024,4,April,2,Thursday,13,63143
OrderID63147,him,Books,153.02,4,612.08,1c0c83b6-b753-49ae-9cd6-c3dc4b6c16ea,61,Male,2024-04-30,21:17:08,60+,2024,4,April,2,Tuesday,21,63144
OrderID63148,quite,Toys,807.35,7,5651.45,cc3672b4-0f19-46b9-b944-08729bb54a71,64,Female,2024-05-06,06:54:20,60+,2024,5,May,2,Monday,6,63145
OrderID63149,look,Toys,613.41,7,4293.87,4c8dada1-181a-4379-9901-d68894bcb3ac,23,Male,2024-04-28,02:22:15,18-30,2024,4,April,2,Sunday,2,63146
OrderID63150,board,Home & Garden,551.59,3,1654.77,1b38d886-2123-4a01-b139-34e0a21cc551,42,Male,2024-04-25,17:29:22,31-45,2024,4,April,2,Thursday,17,63147
OrderID63151,military,Home & Garden,240.65,10,2406.5,f2e08db3-01aa-4e4a-8abd-b80389c5c67f,29,Female,2024-05-11,21:49:15,18-30,2024,5,May,2,Saturday,21,63148
OrderID63152,election,Home & Garden,476.17,5,2380.85,a2f704f9-238a-4adb-877b-4078336a06d5,66,Female,2024-01-09,05:59:03,60+,2024,1,January,1,Tuesday,5,63149
OrderID63153,involve,Electronics,270.64,1,270.64,ff6ee95d-db0c-494d-b20a-631648dec5c7,30,Female,2024-02-19,14:35:02,18-30,2024,2,February,1,Monday,14,63150
OrderID63154,animal,Toys,782.04,1,782.04,0e355881-774e-4825-a430-7ab28e543587,27,Male,2024-06-03,08:00:41,18-30,2024,6,June,2,Monday,8,63151
OrderID63155,friend,Books,316.68,3,950.04,6c50818d-7541-4298-8ad9-960dd59b4e2f,51,Male,2024-02-18,15:11:12,46-60,2024,2,February,1,Sunday,15,63152
OrderID63156,interview,Home & Garden,174.95,10,1749.5,2d0b02d5-90b4-43c2-a78a-649be4436d69,38,Male,2024-05-23,21:59:42,31-45,2024,5,May,2,Thursday,21,63153
OrderID63157,environmental,Electronics,304.91,4,1219.64,780c4278-647e-4c78-9f3b-e769a54e0d03,36,Male,2024-04-21,12:05:26,31-45,2024,4,April,2,Sunday,12,63154
OrderID63158,TV,Toys,961.97,7,6733.79,1a430647-c5c0-4815-99cd-6c27ca6dd86f,69,Male,2024-05-17,02:29:48,60+,2024,5,May,2,Friday,2,63155
OrderID63159,pressure,Toys,521.39,9,4692.51,cf16feac-a1e1-4c3a-b488-e0e5467eeef2,69,Male,2024-01-27,10:42:14,60+,2024,1,January,1,Saturday,10,63156
OrderID63160,skin,Books,780.66,1,780.66,7422fb87-a13f-401a-9957-c354fec2a0be,69,Male,2024-02-11,07:24:38,60+,2024,2,February,1,Sunday,7,63157
OrderID63161,food,Home & Garden,606.28,5,3031.4,ba65f6a8-a8ed-45c6-9765-9d732e7687b1,30,Female,2024-03-26,22:28:44,18-30,2024,3,March,1,Tuesday,22,63158
OrderID63162,travel,Toys,881.15,2,1762.3,10fce0ce-15b7-421c-9249-868d04cfe084,66,Female,2024-03-14,20:39:46,60+,2024,3,March,1,Thursday,20,63159
OrderID63163,certainly,Electronics,502.49,9,4522.41,7913a74b-2abc-45da-bf66-fc4eae5d9eba,39,Female,2024-01-19,11:57:09,31-45,2024,1,January,1,Friday,11,63160
OrderID63164,public,Home & Garden,761.39,10,7613.9,bce7cce9-8ab6-48d9-a06e-f87c43b92c1a,65,Female,2024-03-06,03:07:55,60+,2024,3,March,1,Wednesday,3,63161
OrderID63165,analysis,Toys,532.55,7,3727.85,545708b3-047e-4a99-977a-99ea40ab8a64,33,Male,2024-01-05,10:06:48,31-45,2024,1,January,1,Friday,10,63162
OrderID63166,partner,Home & Garden,621.72,3,1865.16,2b3f02b4-c4c1-4560-82d0-5de03d78e39a,31,Female,2024-02-26,12:01:12,31-45,2024,2,February,1,Monday,12,63163
OrderID63167,society,Toys,287.16,8,2297.28,c964ab07-8edf-4533-95ca-a005c5d75c7f,67,Male,2024-03-25,22:21:40,60+,2024,3,March,1,Monday,22,63164
OrderID63168,build,Clothing,966.42,6,5798.52,16357559-e6ea-41be-8689-32f24f62b876,61,Female,2024-02-13,09:54:16,60+,2024,2,February,1,Tuesday,9,63165
OrderID63169,discuss,Home & Garden,398.14,2,796.28,0bff4f20-9316-4117-841c-8f9b6200a512,21,Male,2024-02-13,01:58:16,18-30,2024,2,February,1,Tuesday,1,63166
OrderID63170,any,Toys,815.48,5,4077.4,b262df67-5fa4-4c60-98d2-5de86455e4a8,31,Male,2024-03-11,04:45:23,31-45,2024,3,March,1,Monday,4,63167
OrderID63171,we,Books,670.59,4,2682.36,2d08627b-a696-4b9b-87fc-1d16d16d54a7,46,Female,2024-01-30,09:21:08,46-60,2024,1,January,1,Tuesday,9,63168
OrderID63172,stay,Toys,192.48,4,769.92,ce1983c3-5bf2-423e-884c-ab83a018942a,45,Female,2024-03-19,08:21:54,31-45,2024,3,March,1,Tuesday,8,63169
OrderID63173,beautiful,Clothing,942.71,5,4713.55,fa525e2d-92ac-47d7-978a-77a1a01979f6,62,Female,2024-01-25,22:44:23,60+,2024,1,January,1,Thursday,22,63170
OrderID63174,relate,Clothing,442.4,7,3096.8,05f78f90-288f-42b8-aeef-91e3bef8cf4d,69,Male,2024-02-09,23:05:10,60+,2024,2,February,1,Friday,23,63171
OrderID63175,ago,Electronics,683.09,6,4098.54,39ad68bc-06cc-4812-8274-61c62bdfeb1b,29,Male,2024-04-05,08:32:58,18-30,2024,4,April,2,Friday,8,63172
OrderID63176,mind,Home & Garden,161.43,7,1130.01,40db2eea-aeb8-4641-9e9d-2bf57d15d84c,20,Female,2024-01-10,23:46:44,18-30,2024,1,January,1,Wednesday,23,63173
OrderID63177,government,Books,317.32,8,2538.56,83adde30-fd7f-4434-94a0-39788d7d11a1,48,Female,2024-04-06,17:19:16,46-60,2024,4,April,2,Saturday,17,63174
OrderID63178,main,Books,813.67,6,4882.02,468b8789-2491-41b6-9705-f92d28597efd,68,Male,2024-05-02,10:42:51,60+,2024,5,May,2,Thursday,10,63175
OrderID63179,heavy,Books,728.93,10,7289.3,5ff01dd4-c8ca-4c19-9eae-ac1c53bd0937,31,Male,2024-05-01,21:32:39,31-45,2024,5,May,2,Wednesday,21,63176
OrderID63180,hospital,Home & Garden,678.24,2,1356.48,40b98c0c-3a22-420f-be26-2d966fe88da3,41,Male,2024-05-30,13:59:35,31-45,2024,5,May,2,Thursday,13,63177
OrderID63181,suffer,Clothing,785.86,1,785.86,5bea6865-44e2-4c60-b97a-4a16c4a48f71,26,Female,2024-05-18,17:01:43,18-30,2024,5,May,2,Saturday,17,63178
OrderID63182,each,Toys,855.89,1,855.89,1d9af660-2bd3-41a0-b110-5dad4f169777,41,Male,2024-03-27,02:29:32,31-45,2024,3,March,1,Wednesday,2,63179
OrderID63183,protect,Toys,930.57,9,8375.13,73c698fa-d1ca-4e2f-9563-9c096a43ba57,61,Male,2024-05-30,20:19:43,60+,2024,5,May,2,Thursday,20,63180
OrderID63184,approach,Books,720.75,8,5766.0,6eb2e2b8-4a98-43e8-95b2-b198e65d8e03,53,Male,2024-04-19,17:10:52,46-60,2024,4,April,2,Friday,17,63181
OrderID63185,item,Clothing,594.86,6,3569.16,779cf09d-78f7-492a-9d84-a2123c3ef022,69,Female,2024-04-15,03:15:50,60+,2024,4,April,2,Monday,3,63182
OrderID63186,debate,Books,937.33,9,8435.97,4694c333-c76e-4d66-8e68-b9c131857416,53,Female,2024-04-06,02:34:00,46-60,2024,4,April,2,Saturday,2,63183
OrderID63187,now,Home & Garden,996.22,2,1992.44,d10af332-f7e1-4379-8159-2c13e6505972,28,Male,2024-01-23,06:35:38,18-30,2024,1,January,1,Tuesday,6,63184
OrderID63188,listen,Clothing,145.65,9,1310.85,68972380-b715-4110-8868-24c910208275,49,Male,2024-01-04,15:26:52,46-60,2024,1,January,1,Thursday,15,63185
OrderID63189,senior,Clothing,695.91,10,6959.1,4ff0f457-9b67-46fd-b326-8b388793bf95,63,Male,2024-05-17,08:01:02,60+,2024,5,May,2,Friday,8,63186
OrderID63190,recent,Books,746.29,10,7462.9,c54b47c6-8687-4649-89b9-24de45fe8e2a,59,Male,2024-05-22,06:48:44,46-60,2024,5,May,2,Wednesday,6,63187
OrderID63191,stand,Books,215.64,8,1725.12,3dde3e98-1934-4e03-a4d6-624c9128aa00,27,Male,2024-02-06,04:40:29,18-30,2024,2,February,1,Tuesday,4,63188
OrderID63192,bar,Books,434.1,1,434.1,4b3c98ad-6f4e-4692-bb65-18e87184ded8,62,Female,2024-01-14,16:57:46,60+,2024,1,January,1,Sunday,16,63189
OrderID63193,worker,Toys,705.22,4,2820.88,b5c29b66-a016-49ee-888c-680d54bbbf6d,59,Female,2024-01-22,19:23:53,46-60,2024,1,January,1,Monday,19,63190
OrderID63194,food,Electronics,201.59,8,1612.72,01a3ab2a-cdb9-4241-8285-af92c21ce32e,33,Male,2024-03-03,04:21:08,31-45,2024,3,March,1,Sunday,4,63191
OrderID63195,discussion,Electronics,185.95,8,1487.6,423fa185-05f4-4c8d-86f1-24f923a5371b,22,Female,2024-04-08,21:47:30,18-30,2024,4,April,2,Monday,21,63192
OrderID63196,between,Clothing,597.08,8,4776.64,682904ff-bf63-405c-99d4-1f32086107ad,43,Female,2024-05-10,22:51:54,31-45,2024,5,May,2,Friday,22,63193
OrderID63197,less,Clothing,117.37,5,586.85,5052a322-0b9a-4fa0-a93d-1e12f711a7c5,40,Female,2024-01-10,11:25:40,31-45,2024,1,January,1,Wednesday,11,63194
OrderID63198,clear,Electronics,120.3,3,360.9,18db8188-d29a-45fd-bea2-644945485244,51,Female,2024-05-31,14:59:06,46-60,2024,5,May,2,Friday,14,63195
OrderID63199,our,Books,677.7,9,6099.3,d6bf1896-3bad-4a9d-b968-aab648fcf67e,36,Female,2024-01-29,15:34:42,31-45,2024,1,January,1,Monday,15,63196
OrderID63200,police,Clothing,108.74,5,543.7,ea4fb1f7-858f-4c75-bdb1-cd0649f939e6,18,Male,2024-05-31,13:46:29,Under 18,2024,5,May,2,Friday,13,63197
OrderID63201,senior,Clothing,707.77,1,707.77,7ae63a58-cf46-4be4-bb8b-e35c6af7658c,32,Female,2024-03-25,10:42:28,31-45,2024,3,March,1,Monday,10,63198
OrderID63202,live,Home & Garden,141.64,5,708.2,becb1994-a861-45f2-b85d-44761064d9ef,62,Female,2024-05-11,20:35:26,60+,2024,5,May,2,Saturday,20,63199
OrderID63203,occur,Books,399.98,2,799.96,e4ac2edf-8179-45ec-aa3e-a9ad2bd51f4c,23,Female,2024-01-26,10:38:07,18-30,2024,1,January,1,Friday,10,63200
OrderID63204,choice,Toys,872.74,10,8727.4,f3a4e6d2-d69e-4274-a155-72a28f1d07b2,39,Female,2024-04-20,20:54:31,31-45,2024,4,April,2,Saturday,20,63201
OrderID63205,poor,Toys,335.15,8,2681.2,2c86bcbc-240d-4929-b36b-fe7a5163ef1a,29,Female,2024-05-30,20:19:46,18-30,2024,5,May,2,Thursday,20,63202
OrderID63206,story,Toys,528.76,4,2115.04,f6724c28-c4c5-4084-9d12-7e9579a77daf,55,Male,2024-01-30,14:36:26,46-60,2024,1,January,1,Tuesday,14,63203
OrderID63207,participant,Home & Garden,369.32,7,2585.24,639a4ce3-aa1d-4166-a60f-b5ea8a2365f5,23,Male,2024-03-22,10:56:09,18-30,2024,3,March,1,Friday,10,63204
OrderID63208,single,Electronics,180.34,8,1442.72,a113b9d8-7ea6-4aaa-9ef8-6c2a04e6fd67,67,Female,2024-01-06,01:12:29,60+,2024,1,January,1,Saturday,1,63205
OrderID63209,north,Toys,236.41,8,1891.28,43bf5854-81e8-45aa-ae3b-ced440b787da,43,Male,2024-05-09,17:57:23,31-45,2024,5,May,2,Thursday,17,63206
OrderID63210,business,Home & Garden,470.61,9,4235.49,1635e6b7-d60f-4eed-b103-8c791dceae5a,34,Male,2024-02-09,06:00:41,31-45,2024,2,February,1,Friday,6,63207
OrderID63211,range,Toys,249.41,3,748.23,46e98add-79e8-4146-8087-8984292d19b9,65,Female,2024-02-10,07:32:01,60+,2024,2,February,1,Saturday,7,63208
OrderID63212,charge,Electronics,171.8,6,1030.8,27d363b1-5ad7-4cc2-84e3-cdc44da70400,24,Female,2024-06-04,08:45:04,18-30,2024,6,June,2,Tuesday,8,63209
OrderID63213,important,Home & Garden,591.6,5,2958.0,0ee83598-fab3-4e72-8098-6668db7c9a88,20,Female,2024-05-01,08:46:16,18-30,2024,5,May,2,Wednesday,8,63210
OrderID63214,defense,Clothing,366.34,10,3663.4,9b1e6ee8-ae7f-40cf-8130-f5739dad11c0,31,Female,2024-05-18,10:43:26,31-45,2024,5,May,2,Saturday,10,63211
OrderID63215,impact,Electronics,668.91,8,5351.28,72eb5305-9db3-4df2-9902-8cdcb824a645,36,Female,2024-03-18,05:39:34,31-45,2024,3,March,1,Monday,5,63212
OrderID63216,ever,Toys,296.9,7,2078.3,609813cd-1a1b-403d-9630-2645e7ea9c3f,62,Male,2024-03-28,17:14:37,60+,2024,3,March,1,Thursday,17,63213
OrderID63217,moment,Clothing,920.73,1,920.73,23423d67-24e3-471f-a790-f3f33ae7a29f,29,Female,2024-02-08,18:28:31,18-30,2024,2,February,1,Thursday,18,63214
OrderID63218,child,Books,444.41,8,3555.28,5f7b39f1-6f20-40a1-8327-794c5c7133c3,25,Female,2024-04-27,11:22:49,18-30,2024,4,April,2,Saturday,11,63215
OrderID63219,up,Books,470.55,5,2352.75,717d73fd-822e-4475-a457-0f95fd4e23e8,18,Female,2024-03-20,18:49:48,Under 18,2024,3,March,1,Wednesday,18,63216
OrderID63220,lawyer,Clothing,286.06,8,2288.48,39ac5527-ffee-4174-a833-0f844885c8e9,55,Male,2024-02-05,04:48:50,46-60,2024,2,February,1,Monday,4,63217
OrderID63221,material,Toys,198.63,2,397.26,003d0784-90ce-4ec7-aece-59ac6efe7c93,35,Male,2024-03-08,12:57:48,31-45,2024,3,March,1,Friday,12,63218
OrderID63222,third,Clothing,213.43,5,1067.15,571ba475-df0c-4548-8911-561e74a7db99,66,Male,2024-03-05,06:39:37,60+,2024,3,March,1,Tuesday,6,63219
OrderID63223,past,Electronics,843.14,10,8431.4,b0d0fe78-8942-475d-9b28-58f5c976ccb1,56,Male,2024-02-02,15:43:01,46-60,2024,2,February,1,Friday,15,63220
OrderID63224,news,Electronics,486.45,7,3405.15,c68037ce-a4b9-4172-909a-a20f954b8c83,51,Male,2024-02-06,16:00:14,46-60,2024,2,February,1,Tuesday,16,63221
OrderID63225,very,Books,494.78,7,3463.46,b8017f11-fbca-4853-bdfd-5b656522c703,24,Male,2024-02-27,12:23:40,18-30,2024,2,February,1,Tuesday,12,63222
OrderID63226,clear,Home & Garden,662.51,7,4637.57,a55b0b7c-778b-49fa-941c-43e8241e106f,65,Female,2024-05-30,17:23:35,60+,2024,5,May,2,Thursday,17,63223
OrderID63227,available,Clothing,210.27,5,1051.35,eb36cc39-4601-42da-bf20-69bcbc671232,66,Female,2024-02-04,07:29:57,60+,2024,2,February,1,Sunday,7,63224
OrderID63228,mention,Toys,754.56,1,754.56,192a7924-dddc-47c3-b620-040f3e24ee15,30,Female,2024-01-16,22:03:36,18-30,2024,1,January,1,Tuesday,22,63225
OrderID63229,argue,Toys,187.75,8,1502.0,2bf47fbf-c30f-4770-b5ef-cdae0a1042d3,21,Male,2024-03-17,17:16:05,18-30,2024,3,March,1,Sunday,17,63226
OrderID63230,question,Books,689.04,8,5512.32,8c2765ca-c54e-4d3f-acf5-8f2c4da4d945,70,Female,2024-05-29,10:05:37,60+,2024,5,May,2,Wednesday,10,63227
OrderID63231,though,Books,626.03,10,6260.3,91f45f98-fa0c-4ba7-89df-ae27de329193,44,Female,2024-05-04,06:34:50,31-45,2024,5,May,2,Saturday,6,63228
OrderID63232,newspaper,Books,961.35,5,4806.75,ecbefd33-bfe5-429f-b94b-b8502483aa16,28,Female,2024-04-18,13:18:50,18-30,2024,4,April,2,Thursday,13,63229
OrderID63233,TRUE,Electronics,722.46,5,3612.3,76d9bb2a-5f56-4642-a674-f688491955ed,19,Female,2024-05-14,23:18:58,18-30,2024,5,May,2,Tuesday,23,63230
OrderID63234,almost,Home & Garden,963.86,6,5783.16,09f8fa57-5b4b-4907-875b-edaf9b4b44d5,55,Male,2024-02-25,09:39:45,46-60,2024,2,February,1,Sunday,9,63231
OrderID63235,here,Clothing,495.48,9,4459.32,6cc88c53-19d9-4f5f-b5ce-13c6725c6f10,33,Female,2024-02-17,22:51:07,31-45,2024,2,February,1,Saturday,22,63232
OrderID63236,room,Home & Garden,722.81,8,5782.48,56d94152-f5e5-42c4-9c46-7bea591dea28,60,Female,2024-04-28,12:09:17,46-60,2024,4,April,2,Sunday,12,63233
OrderID63237,reason,Home & Garden,955.49,2,1910.98,79099c48-5481-4dfc-9566-04987a4d774b,24,Male,2024-04-16,23:23:56,18-30,2024,4,April,2,Tuesday,23,63234
OrderID63238,firm,Clothing,956.44,2,1912.88,53f14bdc-06c7-4e8a-9bc4-fbe11a1e85b8,27,Female,2024-06-03,01:39:27,18-30,2024,6,June,2,Monday,1,63235
OrderID63239,how,Home & Garden,873.15,8,6985.2,974c75d9-6b10-401c-8317-7f9f10be12b9,18,Male,2024-04-13,21:09:01,Under 18,2024,4,April,2,Saturday,21,63236
OrderID63240,team,Electronics,185.59,9,1670.31,056042dd-2f4c-4db9-9842-5f65fb07fb25,53,Male,2024-04-30,04:05:52,46-60,2024,4,April,2,Tuesday,4,63237
OrderID63241,to,Home & Garden,884.92,10,8849.2,8370f95e-865c-4b60-8e45-ee2d750c9c3f,56,Male,2024-04-06,10:09:51,46-60,2024,4,April,2,Saturday,10,63238
OrderID63242,once,Home & Garden,429.35,1,429.35,7ff03f17-10ed-483b-9bf5-1e1873a209df,59,Male,2024-02-09,07:21:49,46-60,2024,2,February,1,Friday,7,63239
OrderID63243,source,Toys,399.36,2,798.72,7d2ee7de-6e0a-4854-a4be-1b7421f141c9,24,Female,2024-04-18,14:48:09,18-30,2024,4,April,2,Thursday,14,63240
OrderID63244,brother,Clothing,516.68,1,516.68,52d2ea5e-5f32-4adc-b909-d23ffa274f9c,19,Male,2024-05-22,17:29:53,18-30,2024,5,May,2,Wednesday,17,63241
OrderID63245,performance,Toys,844.21,6,5065.26,6a1e8f9a-b425-4dd2-a70a-c11e781c8754,20,Female,2024-05-27,18:27:59,18-30,2024,5,May,2,Monday,18,63242
OrderID63246,consider,Books,948.34,7,6638.38,9776ab73-6ef4-4944-9116-3112d440fd2b,31,Male,2024-02-10,21:18:33,31-45,2024,2,February,1,Saturday,21,63243
OrderID63247,plant,Books,349.17,2,698.34,2a3ce708-65ac-4b06-ab0a-54b1165834a3,19,Female,2024-01-06,08:21:07,18-30,2024,1,January,1,Saturday,8,63244
OrderID63248,side,Books,450.05,9,4050.45,59128442-7b98-4654-87e4-7c07268df262,43,Female,2024-04-13,03:38:07,31-45,2024,4,April,2,Saturday,3,63245
OrderID63249,factor,Toys,738.34,5,3691.7,38d52478-6b17-46b8-8978-37704bcb52d7,43,Male,2024-03-13,10:20:28,31-45,2024,3,March,1,Wednesday,10,63246
OrderID63250,state,Books,875.1,5,4375.5,a0c1f2f1-9bf0-4647-9126-237de83c6628,68,Female,2024-02-11,23:47:34,60+,2024,2,February,1,Sunday,23,63247
OrderID63251,seem,Home & Garden,552.75,8,4422.0,1390aadc-b1d1-40f0-b97f-6ad9f79323d2,48,Female,2024-01-22,19:13:50,46-60,2024,1,January,1,Monday,19,63248
OrderID63252,line,Electronics,933.81,6,5602.86,e420d21f-65f1-4923-808b-a3c22ebcfa81,41,Female,2024-03-10,18:37:02,31-45,2024,3,March,1,Sunday,18,63249
OrderID63253,now,Toys,828.72,5,4143.6,678675db-bb19-40e0-b1a7-9abb10fc0a22,32,Female,2024-02-29,03:47:17,31-45,2024,2,February,1,Thursday,3,63250
OrderID63254,song,Home & Garden,754.15,4,3016.6,c8734aea-1098-4db6-bc7d-0f6e4b4aa89b,67,Female,2024-02-10,17:50:56,60+,2024,2,February,1,Saturday,17,63251
OrderID63255,agree,Home & Garden,372.19,9,3349.71,877a17e3-6994-4b90-b665-caf4d286258d,57,Female,2024-05-07,17:41:50,46-60,2024,5,May,2,Tuesday,17,63252
OrderID63256,fill,Toys,218.59,5,1092.95,81c2f436-7b49-4d48-9503-7b5f7b8425e5,51,Female,2024-03-29,15:07:37,46-60,2024,3,March,1,Friday,15,63253
